owner	field	type	class	reads	writes	evidence
EFR32xG2_DCDC_2	cfg_feature_ensccilim_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	cfg_feature_pfmxforceizstall_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	cfg_feature_ppdlydblren_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	cfg_feature_redvswrc_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	cfg_feature_swdrvdly_bit	CFG_FEATURE_SWDRVDLY>	UNKNOWN	2	0	static: `CFG_FEATURE_SWDRVDLY>` not classified
EFR32xG2_DCDC_2	cfg_feature_vcmpvprog_field	CFG_FEATURE_VCMPVPROG>	UNKNOWN	2	0	static: `CFG_FEATURE_VCMPVPROG>` not classified
EFR32xG2_DCDC_2	ctrl_ipktmaxctrl_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	ctrl_mode_bit	CTRL_MODE>	UNKNOWN	2	0	static: `CTRL_MODE>` not classified
EFR32xG2_DCDC_2	ctrl_pfmxextreq_bit	CTRL_PFMXEXTREQ>	UNKNOWN	2	0	static: `CTRL_PFMXEXTREQ>` not classified
EFR32xG2_DCDC_2	dbustest_test_testen_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	dbustest_test_testsel_field	DBUSTEST_TEST_TESTSEL>	UNKNOWN	2	0	static: `DBUSTEST_TEST_TESTSEL>` not classified
EFR32xG2_DCDC_2	dcdcforce_test_biasen_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	dcdcforce_test_buckmodeen_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	dcdcforce_test_bypswen_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	dcdcforce_test_dcdcvcmpen_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	dcdcforce_test_forceen_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	dcdcforce_test_ipkdacem2_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	dcdcforce_test_pfmxmodeen_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	dcdcforce_test_ppmodeen_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	dcdcforce_test_vcmpiboost_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	dcdctest_test_conten_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	dcdctest_test_swnfeton_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	dcdctest_test_tocfreerun_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	dcdctest_test_tocmode_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	dcdctest_test_toctrig_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	dcdcvcmptest_test_vcmpbufforce_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	dcdcvcmptest_test_vcmpcalen_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	dcdcvcmptest_test_vcmpcmpforce_field	DCDCVCMPTEST_TEST_VCMPCMPFORCE>	UNKNOWN	2	0	static: `DCDCVCMPTEST_TEST_VCMPCMPFORCE>` not classified
EFR32xG2_DCDC_2	em01ctrl0_drvspeed_field	EM01CTRL0_DRVSPEED>	UNKNOWN	2	0	static: `EM01CTRL0_DRVSPEED>` not classified
EFR32xG2_DCDC_2	em01ctrl0_ipkval_field	EM01CTRL0_IPKVAL>	UNKNOWN	2	0	static: `EM01CTRL0_IPKVAL>` not classified
EFR32xG2_DCDC_2	em01ctrl1_vcmpibias_field	EM01CTRL1_VCMPIBIAS>	UNKNOWN	2	0	static: `EM01CTRL1_VCMPIBIAS>` not classified
EFR32xG2_DCDC_2	em23ctrl0_drvspeed_field	EM23CTRL0_DRVSPEED>	UNKNOWN	2	0	static: `EM23CTRL0_DRVSPEED>` not classified
EFR32xG2_DCDC_2	em23ctrl0_ipkval_field	EM23CTRL0_IPKVAL>	UNKNOWN	2	0	static: `EM23CTRL0_IPKVAL>` not classified
EFR32xG2_DCDC_2	em23ctrl1_tempbiasctrl_field	EM23CTRL1_TEMPBIASCTRL>	UNKNOWN	2	0	static: `EM23CTRL1_TEMPBIASCTRL>` not classified
EFR32xG2_DCDC_2	em23ctrl1_vcmpibias_field	EM23CTRL1_VCMPIBIAS>	UNKNOWN	2	0	static: `EM23CTRL1_VCMPIBIAS>` not classified
EFR32xG2_DCDC_2	ien_bypsw_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	ien_em4err_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	ien_pfmxmode_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	ien_ppmode_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	ien_regulation_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	ien_running_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	ien_tmax_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	ien_vreginhigh_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	ien_vreginlow_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	ien_warm_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	if_bypsw_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	if_em4err_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	if_pfmxmode_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	if_ppmode_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	if_regulation_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	if_running_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	if_tmax_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	if_vreginhigh_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	if_vreginlow_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	if_warm_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	ipversion_ipversion_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	isEnabled	bool	VALUE	3	0	primitive
EFR32xG2_DCDC_2	izctest_test_izcounterin_bit	IZCTEST_TEST_IZCOUNTERIN>	BACKREF	2	0	static: interface-typed, implementation outside cut
EFR32xG2_DCDC_2	izctest_test_iznfetreppd_bit	IZCTEST_TEST_IZNFETREPPD>	BACKREF	2	0	static: interface-typed, implementation outside cut
EFR32xG2_DCDC_2	izctrl_izfixeden_bit	IZCTRL_IZFIXEDEN>	BACKREF	2	0	static: interface-typed, implementation outside cut
EFR32xG2_DCDC_2	izctrl_izstall_bit	IZCTRL_IZSTALL>	BACKREF	2	0	static: interface-typed, implementation outside cut
EFR32xG2_DCDC_2	izctrl_izval_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	lock_lock_lockkey_field	IValueRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	lockstatus_lock_lock_bit	LOCKSTATUS_LOCK_LOCK>	UNKNOWN	2	0	static: `LOCKSTATUS_LOCK_LOCK>` not classified
EFR32xG2_DCDC_2	pfmxctrl_ipktmaxctrl_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	pfmxctrl_ipkval_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	ppcfg_drvspeed_field	PPCFG_DRVSPEED>	UNKNOWN	2	0	static: `PPCFG_DRVSPEED>` not classified
EFR32xG2_DCDC_2	ppcfg_ipktmaxctrl_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	ppcfg_ipkval_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	registers	DoubleWordRegisterCollection	ARENA	9	1	the bank itself; elided, see register_collection
EFR32xG2_DCDC_2	rpuratd0_drpu_ratdcfg_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd0_drpu_ratdctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd0_drpu_ratddbustest_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd0_drpu_ratddcdcforce_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd0_drpu_ratddcdcvcmptest_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd0_drpu_ratdem01ctrl0_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd0_drpu_ratdem01ctrl1_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd0_drpu_ratdem23ctrl0_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd0_drpu_ratdem23ctrl1_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd0_drpu_ratdien_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd0_drpu_ratdif_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd0_drpu_ratdizctest_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd0_drpu_ratdizctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd0_drpu_ratdlock_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd0_drpu_ratdpfmxctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd0_drpu_ratdppcfg_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd0_drpu_ratdtranscfg_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd0_drpu_ratdtrim0_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd0_drpu_ratdtrim1_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd0_drpu_ratdtrim2_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	rpuratd1_drpu_ratddcdctest_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	status_bypcmpout_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	status_bypsw_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	status_hipwr_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	status_pfmxmode_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	status_ppmode_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	status_running_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	status_vregin_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	status_warm_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	syncbusy_ctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	syncbusy_dcdcforce_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	syncbusy_em01ctrl0_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	syncbusy_em01ctrl1_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	syncbusy_em23ctrl0_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	syncbusy_pfmxctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	syncbusy_trim0_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	syncbusy_trim2_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	teststatus0_test_biasen_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	teststatus0_test_buckmodeen_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	teststatus0_test_dcdcvcmpen_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	teststatus0_test_updipkdac_bit	TESTSTATUS0_TEST_UPDIPKDAC>	UNKNOWN	2	0	static: `TESTSTATUS0_TEST_UPDIPKDAC>` not classified
EFR32xG2_DCDC_2	teststatus1_test_izvalread_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	teststatus2_test_ipkdac_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	transcfg_ipkval_field	TRANSCFG_IPKVAL>	UNKNOWN	2	0	static: `TRANSCFG_IPKVAL>` not classified
EFR32xG2_DCDC_2	transcfg_ipkvaltransen_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	trim0_feature_vcmptrim_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	trim1_feature_rcotrim_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	trim2_feature_ipktrim_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	_cmu	ICMU_EFR32xG2	SHARED	2	2	static: 2 writes, 2 reads
EFR32xG2_DPLL_1	cfg1_m_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	cfg1_n_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	cfg_autorecover_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	cfg_dithen_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	cfg_edgesel_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	cfg_mode_bit	CFG_MODE>	UNKNOWN	2	0	static: `CFG_MODE>` not classified
EFR32xG2_DPLL_1	debugstatus_dither_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	en_disabling_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	en_en_bit	IFlagRegisterField	ARENA	5	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	ien_lock_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	ien_lockfailhigh_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	ien_lockfaillow_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	if_lock_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	if_lockfailhigh_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	if_lockfaillow_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	ipversion_ipversion_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	lock_lockkey_field	IValueRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	moduleEnabled	bool	VALUE	4	2	primitive
EFR32xG2_DPLL_1	offset_coarsecount_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	offset_k0_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	offset_mincoarse_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	offset_updateen_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	registers	DoubleWordRegisterCollection	ARENA	9	1	the bank itself; elided, see register_collection
EFR32xG2_DPLL_1	status_ens_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DPLL_1	status_lock_bit	STATUS_LOCK>	UNKNOWN	5	0	static: `STATUS_LOCK>` not classified
EFR32xG2_DPLL_1	status_rdy_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DeviceInformation	UID	ulong	VALUE	2	1	primitive
EFR32xG2_DeviceInformation	registers	DoubleWordRegisterCollection	ARENA	3	1	the bank itself; elided, see register_collection
EFR32xG2_EMU_3	Enabled	bool	VALUE	0	0	primitive
EFR32xG2_EMU_3	_cmu	ICMU_EFR32xG2	SHARED	2	2	static: 2 writes, 2 reads
EFR32xG2_EMU_3	anastatus_avddbod_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	anastatus_avddbodmaskoncfgchg_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	anastatus_decbod_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	anastatus_decbodmaskoncfgchg_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	anastatus_decovmbod_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	anastatus_dvddbod_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	anastatus_dvddlebod_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	anastatus_dvddlebodmaskoncfgchg_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	anastatus_pfmbypcmpout_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	anastatus_pfmbypvreginltthres_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	anastatus_vddio0bod_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	anastatus_vddio0bodmaskoncfgchg_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	anastatus_vddio1bod_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	anastatus_vddio1bodmaskoncfgchg_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	anastatus_vregincmpenmaskoncfgchg_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	auxctrl_aux0_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	auxctrl_aux1_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	auxctrl_aux2_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	auxctrl_aux3_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	bod3sense_avddboden_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	bod3sense_avddbodmask_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	bod3sense_vddio0boden_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	bod3sense_vddio0bodmask_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	bod3sense_vddio1boden_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	bod3sense_vddio1bodmask_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	bod3sensetrim_avddbodtrim_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	bod3sensetrim_bod3sensemode_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	bod3sensetrim_vddio0bodtrim_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	bod3sensetrim_vddio1bodtrim_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	cmd_em01vscale0_bit	IFlagRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	cmd_em01vscale1_bit	IFlagRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	cmd_em01vscale2_bit	IFlagRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	cmd_em4unlatch_bit	IFlagRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
EFR32xG2_EMU_3	cmd_rstcauseclr_bit	IFlagRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
