owner	field	type	class	reads	writes	evidence
STM32F1_I2C	dataState	DataState	VALUE	10	9	enum or struct -- copied, not referenced
STM32F1_I2C	errorInterruptEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32F1_I2C	eventInterruptEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32F1_I2C	frequency	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
STM32F1_I2C	mode	Mode>	UNKNOWN	5	0	static: `Mode>` not classified
STM32F1_I2C	peripheralEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32F1_I2C	rxDataNotEmpty	IFlagRegisterField	ARENA	7	0	register handle -- D2 makes it a typed arena index
STM32F1_I2C	scheduledAction	Action	CALLBACK	1	1	delegate slot -- Option<Box<dyn FnMut>>
STM32F1_I2C	start	IFlagRegisterField	ARENA	5	0	register handle -- D2 makes it a typed arena index
STM32F1_I2C	startBit	IFlagRegisterField	ARENA	5	0	register handle -- D2 makes it a typed arena index
STM32F1_I2C	stop	IFlagRegisterField	ARENA	6	0	register handle -- D2 makes it a typed arena index
STM32F1_I2C	txDataEmpty	IFlagRegisterField	ARENA	9	0	register handle -- D2 makes it a typed arena index
STM32F1_I2C	updateLock	object	VALUE	7	0	primitive
STM32F4_EXTI	core	STM32_EXTICore	UNKNOWN	7	1	static: `STM32_EXTICore` not classified
STM32F4_EXTI	numberOfLinesMask	ulong	VALUE	2	1	primitive
STM32F4_EXTI	softwareInterrupt	ulong	VALUE	1	2	primitive
STM32F4_FlashController	controlLock	LockRegister	UNKNOWN	6	1	static: `LockRegister` not classified
STM32F4_FlashController	flash	MappedMemory	SHARED	1	1	static: 1 writes, 1 reads
STM32F4_FlashController	optionBytesRegisters	DoubleWordRegisterCollection	ARENA	3	1	the bank itself; elided, see register_collection
STM32F4_FlashController	optionControlLock	LockRegister	UNKNOWN	6	1	static: `LockRegister` not classified
STM32F4_FlashController	readProtectionOptionBytes	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32F4_FlashController	readProtectionRegister	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32F4_FlashController	writeProtectionOptionBytes	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32F4_FlashController	writeProtectionRegister	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32F4_RTC	AMPMFormat	bool	VALUE	5	2	primitive
STM32F4_RTC	alarmA	AlarmConfig	SHARED	28	1	static: 1 writes, 28 reads
STM32F4_RTC	alarmB	AlarmConfig	SHARED	28	1	static: 1 writes, 28 reads
STM32F4_RTC	fastTicker	LimitTimer	UNKNOWN	5	1	static: `LimitTimer` not classified
STM32F4_RTC	firstStageUnlocked	bool	VALUE	2	4	primitive
STM32F4_RTC	initMode	bool	VALUE	2	2	primitive
STM32F4_RTC	mainTimer	TimerConfig	SHARED	28	1	static: 1 writes, 28 reads
STM32F4_RTC	predivA	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32F4_RTC	predivS	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32F4_RTC	registers	DoubleWordRegisterCollection	ARENA	3	1	the bank itself; elided, see register_collection
STM32F4_RTC	registersUnlocked	bool	VALUE	1	3	primitive
STM32F4_RTC	ticker	LimitTimer	UNKNOWN	10	1	static: `LimitTimer` not classified
STM32F4_RTC	wakeupAutoReload	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32F4_RTC	wakeupClockSelection	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32F4_RTC	wakeupTimer	LimitTimer	UNKNOWN	13	1	static: `LimitTimer` not classified
STM32F4_RTC	wakeupTimerFlag	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
STM32SPI	errorInterruptEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32SPI	fifoReceptionThreshold	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32SPI	masterMode	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32SPI	overrun	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
STM32SPI	receiveBuffer	CircularBuffer	UNKNOWN	13	1	static: `CircularBuffer` not classified
STM32SPI	registers	DoubleWordRegisterCollection	ARENA	12	1	the bank itself; elided, see register_collection
STM32SPI	rxBufferNotEmptyInterruptEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32SPI	rxDmaEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32SPI	series	STM32Series	UNKNOWN	3	1	static: `STM32Series` not classified
STM32SPI	txBufferEmptyInterruptEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32SPI	txDmaEnable	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
STM32_ADC	adcData	uint	VALUE	2	1	primitive
STM32_ADC	adcOn	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_ADC	channels	ADCChannel	UNKNOWN	5	1	static: `ADCChannel` not classified
STM32_ADC	continuousConversion	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_ADC	currentChannel	ADCChannel	UNKNOWN	2	2	static: `ADCChannel` not classified
STM32_ADC	currentChannelIdx	uint	VALUE	6	1	primitive
STM32_ADC	dmaEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_ADC	dmaIssueRequest	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_ADC	endOfConversion	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
STM32_ADC	endOfConversionSelect	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_ADC	eocInterruptEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_ADC	regularSequence	IValueRegisterField	ARENA	18	0	register handle -- D2 makes it a typed arena index
STM32_ADC	regularSequenceLen	uint	VALUE	3	1	primitive
STM32_ADC	samplingTimer	LimitTimer	UNKNOWN	3	1	static: `LimitTimer` not classified
STM32_ADC	scanMode	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
STM32_CRC	configurableInitialValue	bool	VALUE	1	1	primitive
STM32_CRC	configurablePoly	bool	VALUE	0	1	primitive
STM32_CRC	crc	CRCEngine	UNKNOWN	5	1	static: `CRCEngine` not classified
STM32_CRC	crcConfigDirty	bool	VALUE	1	3	primitive
STM32_CRC	initialValue	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_CRC	polySize	PolySize>	UNKNOWN	2	0	static: `PolySize>` not classified
STM32_CRC	polynomial	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_CRC	registers	DoubleWordRegisterCollection	ARENA	5	1	the bank itself; elided, see register_collection
STM32_CRC	reverseInputData	BitReversal>	UNKNOWN	4	0	static: `BitReversal>` not classified
STM32_CRC	reverseOutputData	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_CRC	setupConfig	STM32Config>	UNKNOWN	1	0	static: `STM32Config>` not classified
STM32_GPIOPort	alternateFunctionOutputs	GPIOAlternateFunction	SHARED	8	1	static: 1 writes, 8 reads
STM32_GPIOPort	invertedAFPins	InvertedAFPin>	UNKNOWN	2	0	static: `InvertedAFPin>` not classified
STM32_GPIOPort	mode	Mode	VALUE	2	1	enum or struct -- copied, not referenced
STM32_GPIOPort	modeResetValue	uint	VALUE	1	1	primitive
STM32_GPIOPort	numberOfAFs	uint	VALUE	2	1	primitive
STM32_GPIOPort	outputSpeed	OutputSpeed	VALUE	3	1	enum or struct -- copied, not referenced
STM32_GPIOPort	outputSpeedResetValue	uint	VALUE	1	1	primitive
STM32_GPIOPort	pullUpPullDown	PullUpPullDown	VALUE	3	1	enum or struct -- copied, not referenced
STM32_GPIOPort	pullUpPullDownResetValue	uint	VALUE	1	1	primitive
STM32_GPIOPort	registers	DoubleWordRegisterCollection	ARENA	3	1	the bank itself; elided, see register_collection
STM32_IndependentWatchdog	defaultPrescaler	uint	VALUE	1	1	primitive
STM32_IndependentWatchdog	registersUnlocked	bool	VALUE	3	3	primitive
STM32_IndependentWatchdog	reloadValue	uint	VALUE	1	2	primitive
STM32_IndependentWatchdog	watchdogTimer	LimitTimer	UNKNOWN	6	1	static: `LimitTimer` not classified
STM32_IndependentWatchdog	window	uint	VALUE	1	2	primitive
STM32_IndependentWatchdog	windowEnabled	bool	VALUE	1	2	primitive
STM32_IndependentWatchdog	windowOption	bool	VALUE	1	1	primitive
STM32_PWR	odrdyValue	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_PWR	odswenValue	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_PWR	odswrdyValue	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_PWR	vosValue	RegulatorVoltageScalingOutputSelection>	UNKNOWN	2	0	static: `RegulatorVoltageScalingOutputSelection>` not classified
STM32_PWR	vosrdyValue	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_RNG	enable	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
STM32_RNG	interruptEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_RNG	registers	DoubleWordRegisterCollection	ARENA	3	1	the bank itself; elided, see register_collection
STM32_RNG	rng	PseudorandomNumberGenerator	UNKNOWN	1	0	static: `PseudorandomNumberGenerator` not classified
STM32_RNG	series	STM32Series	UNKNOWN	0	1	static: `STM32Series` not classified
STM32_SYSCFG	extiMappings	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_SYSCFG	internalReceiversCache	InternalReceiver>	UNKNOWN	3	1	static: `InternalReceiver>` not classified
STM32_SYSCFG	registers	DoubleWordRegisterCollection	ARENA	3	1	the bank itself; elided, see register_collection
STM32_Timer	autoReloadPreloadEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_Timer	autoReloadValue	uint	VALUE	9	2	primitive
STM32_Timer	centerAlignedMode	CenterAlignedMode>	UNKNOWN	4	0	static: `CenterAlignedMode>` not classified
STM32_Timer	channels	CaptureCompareChannel	BACKREF	73	0	static: never written, 73 reads
STM32_Timer	connections	IGPIO>	BACKREF	1	1	static: interface-typed, implementation outside cut
STM32_Timer	enableRequested	bool	VALUE	6	3	primitive
STM32_Timer	initialLimit	uint	VALUE	2	1	primitive
STM32_Timer	machine	IMachine	SHARED	3	1	static: 1 writes, 3 reads
STM32_Timer	registers	DoubleWordRegisterCollection	ARENA	9	1	the bank itself; elided, see register_collection
STM32_Timer	repetitionCounter	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
STM32_Timer	repetitionsLeft	uint	VALUE	2	4	primitive
STM32_Timer	slaveModeSelection	SlaveModeSelection>	UNKNOWN	6	0	static: `SlaveModeSelection>` not classified
STM32_Timer	sysbus	IBusController	SHARED	3	1	static: 1 writes, 3 reads
STM32_Timer	timerCounterLengthInBits	int	VALUE	14	1	primitive
STM32_Timer	timerInput1Selection	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_Timer	triggerInterruptEnable	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
STM32_Timer	triggerInterruptFlag	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
STM32_Timer	triggerSelection	TriggerSelection>	UNKNOWN	3	0	static: `TriggerSelection>` not classified
STM32_Timer	updateDisable	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
STM32_Timer	updateInterruptEnable	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
STM32_Timer	updateInterruptFlag	bool	VALUE	2	4	primitive
STM32_Timer	updateRequestSource	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_UART	dividerFraction	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
STM32_UART	dividerMantissa	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_UART	dmaReceptionRequest	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_UART	frequency	uint	VALUE	1	1	primitive
STM32_UART	idleLineDetected	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
STM32_UART	idleLineDetectedCancellationTokenSrc	CancellationTokenSource	UNKNOWN	4	1	static: `CancellationTokenSource` not classified
STM32_UART	idleLineDetectedInterruptEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_UART	oversamplingMode	OversamplingMode>	UNKNOWN	3	0	static: `OversamplingMode>` not classified
STM32_UART	parityControlEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_UART	paritySelection	ParitySelection>	UNKNOWN	2	0	static: `ParitySelection>` not classified
STM32_UART	readFifoNotEmpty	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
STM32_UART	receiveFifo	Queue	VALUE	5	0	static: maps to std::collections::VecDeque<u8>
STM32_UART	receiverEnabled	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
STM32_UART	receiverNotEmptyInterruptEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_UART	stopBits	StopBitsValues>	UNKNOWN	2	0	static: `StopBitsValues>` not classified
STM32_UART	transmissionComplete	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
STM32_UART	transmissionCompleteInterruptEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_UART	transmitDataRegisterEmptyInterruptEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_UART	transmitterEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
STM32_UART	usartEnabled	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
STMCAN	FifoFiltersPrioritized	FilterBank>	UNKNOWN	6	1	static: `FilterBank>` not classified
STMCAN	FilterBanks	FilterBank	SHARED	18	2	static: 2 writes, 18 reads
STMCAN	RxFifo	CANMessage>	UNKNOWN	11	0	static: `CANMessage>` not classified
STMCAN	master	STMCAN	SHARED	1	1	static: 1 writes, 1 reads
STMCAN	registers	DeviceRegisters	SHARED	159	1	static: 1 writes, 159 reads
SecurityBanked	NonSecureVal	T	UNKNOWN	8	4	static: `T` not classified
SecurityBanked	SecureVal	T	UNKNOWN	6	4	static: `T` not classified
SharedSegment	disposed	bool	VALUE	1	1	primitive
SharedSegment	guid	Guid	UNKNOWN	2	2	static: `Guid` not classified
SharedSegment	mmf	MemoryMappedFile	UNKNOWN	1	2	static: `MemoryMappedFile` not classified
SharedSegment	mmva	MemoryMappedViewAccessor	UNKNOWN	3	2	static: `MemoryMappedViewAccessor` not classified
SharedSegment	sharedMemoryFileRoot	string	VALUE	3	1	primitive
Stream	dataOffset	ulong	VALUE	2	3	primitive
Stream	directMode	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
Stream	direction	Direction>	UNKNOWN	7	0	static: `Direction>` not classified
Stream	fifoThreshold	FIFOThreshold>	UNKNOWN	2	0	static: `FIFOThreshold>` not classified
Stream	id	int	VALUE	3	1	primitive
Stream	isEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
Stream	memory0Address	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
Stream	memoryDataSize	DataSize>	UNKNOWN	4	0	static: `DataSize>` not classified
Stream	memoryIncrementOffset	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
Stream	nrOfData	IValueRegisterField	ARENA	6	0	register handle -- D2 makes it a typed arena index
Stream	parent	STM32DMA	SHARED	15	1	static: 1 writes, 15 reads
Stream	peripheralAddress	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
Stream	peripheralDataSize	DataSize>	UNKNOWN	4	0	static: `DataSize>` not classified
Stream	peripheralIncrementOffset	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
Stream	transferCompleteIrqEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
SysTick	parent	NVIC	SHARED	3	1	static: 1 writes, 3 reads
SysTick	reloadValue	ulong	VALUE	4	2	primitive
SysTick	systick	LimitTimer	UNKNOWN	17	1	static: `LimitTimer` not classified
SysTick	systickEnabled	bool	VALUE	2	2	primitive
Tag	AllowedValue	ulong	VALUE	2	1	primitive
Tag	IsFlag	bool	VALUE	1	1	primitive
Tag	IsSilent	bool	VALUE	1	1	primitive
Tag	Name	string	VALUE	2	1	primitive
Tag	Position	int	VALUE	6	1	primitive
Tag	ResetValue	ulong	VALUE	2	1	primitive
Tag	Width	int	VALUE	5	1	primitive
TimeInterval	ticks	ulong	VALUE	41	1	primitive
TimerConfig	parent	STM32F4_RTC	SHARED	2	1	static: 1 writes, 2 reads
TimerConfig	pm	bool	VALUE	1	2	primitive
TimerConfig	timeState	DateTime	UNKNOWN	11	4	static: `DateTime` not classified
TransmitStatusRegister	RegValue	uint	VALUE	4	16	primitive
VariableLengthValue	fragments	Fragment>	UNKNOWN	12	1	static: `Fragment>` not classified
VariableLengthValue	sizeLimit	int	VALUE	4	1	primitive
